wavelength[nm],power[dBm]
1589.940,-67.627
1589.950,-67.828
1589.960,-67.776
1589.970,-67.988
1589.980,-68.419
1589.990,-68.808
1590.000,-68.482
1590.010,-68.657
1590.020,-68.888
1590.030,-69.202
1590.040,-69.384
1590.050,-69.230
1590.060,-69.451
1590.070,-69.243
1590.080,-69.080
1590.090,-69.011
1590.100,-68.881
1590.110,-68.459
1590.120,-69.034
1590.130,-68.883
1590.140,-69.056
1590.150,-68.520
1590.160,-68.334
1590.170,-68.337
1590.180,-67.877
1590.190,-67.621
1590.200,-67.462
1590.210,-67.438
1590.220,-67.317
1590.230,-67.117
1590.240,-67.100
1590.250,-67.033
1590.260,-66.873
1590.270,-67.150
1590.280,-67.042
1590.290,-67.346
1590.300,-67.762
1590.310,-67.443
1590.320,-67.590
1590.330,-68.218
1590.340,-67.933
1590.350,-68.488
1590.360,-68.303
1590.370,-68.500
1590.380,-68.668
1590.390,-68.983
1590.400,-69.436
1590.410,-68.956
1590.420,-69.607
1590.430,-69.104
1590.440,-69.056
1590.450,-69.325
1590.460,-69.380
1590.470,-69.369
1590.480,-69.330
1590.490,-69.077
1590.500,-68.915
1590.510,-69.102
1590.520,-68.630
1590.530,-68.911
1590.540,-68.475
1590.550,-68.574
1590.560,-68.465
1590.570,-68.216
1590.580,-67.778
1590.590,-68.201
1590.600,-67.773
1590.610,-67.426
1590.620,-67.167
1590.630,-67.519
1590.640,-67.149
1590.650,-67.387
1590.660,-67.433
1590.670,-67.621
1590.680,-67.557
1590.690,-67.948
1590.700,-67.682
1590.710,-67.946
1590.720,-67.964
1590.730,-68.034
1590.740,-68.243
1590.750,-68.442
1590.760,-68.611
1590.770,-68.713
1590.780,-68.738
1590.790,-68.753
1590.800,-68.862
1590.810,-68.957
1590.820,-69.153
1590.830,-68.750
1590.840,-68.771
1590.850,-68.975
1590.860,-68.741
1590.870,-69.293
1590.880,-68.675
1590.890,-68.683
1590.900,-68.677
1590.910,-68.785
1590.920,-68.736
1590.930,-68.125
1590.940,-68.190
1590.950,-68.091
1590.960,-67.825
1590.970,-68.097
1590.980,-68.054
1590.990,-67.752
1591.000,-67.555
1591.010,-67.658
1591.020,-67.878
1591.030,-67.519
1591.040,-67.522
1591.050,-67.764
1591.060,-67.708
1591.070,-68.003
1591.080,-67.886
1591.090,-68.262
1591.100,-67.855
1591.110,-68.043
1591.120,-68.375
1591.130,-68.598
1591.140,-68.641
1591.150,-69.096
1591.160,-68.534
1591.170,-68.632
1591.180,-69.066
1591.190,-69.012
1591.200,-69.243
1591.210,-69.091
1591.220,-68.968
1591.230,-68.872
1591.240,-68.990
1591.250,-68.891
1591.260,-69.041
1591.270,-68.593
1591.280,-68.642
1591.290,-68.520
1591.300,-68.357
1591.310,-68.372
1591.320,-68.223
1591.330,-68.367
1591.340,-67.854
1591.350,-68.278
1591.360,-67.817
1591.370,-67.665
1591.380,-67.841
1591.390,-67.959
1591.400,-67.840
1591.410,-67.641
1591.420,-67.901
1591.430,-67.845
1591.440,-67.761
1591.450,-67.848
1591.460,-68.344
1591.470,-68.292
1591.480,-68.184
1591.490,-68.506
1591.500,-68.631
1591.510,-68.911
1591.520,-68.787
1591.530,-68.560
1591.540,-68.699
1591.550,-68.851
1591.560,-68.870
1591.570,-68.837
1591.580,-69.122
1591.590,-69.244
1591.600,-69.134
1591.610,-69.057
1591.620,-68.772
1591.630,-68.488
1591.640,-68.413
1591.650,-68.973
1591.660,-68.572
1591.670,-69.020
1591.680,-68.652
1591.690,-68.414
1591.700,-68.508
1591.710,-68.001
1591.720,-67.987
1591.730,-68.018
1591.740,-68.081
1591.750,-68.021
1591.760,-67.967
1591.770,-67.870
1591.780,-67.521
1591.790,-67.665
1591.800,-67.862
1591.810,-68.003
1591.820,-67.721
1591.830,-68.022
1591.840,-68.311
1591.850,-68.231
1591.860,-68.431
1591.870,-68.422
1591.880,-68.632
1591.890,-68.546
1591.900,-68.933
1591.910,-68.833
1591.920,-69.134
1591.930,-68.875
1591.940,-68.812
1591.950,-69.202
1591.960,-69.467
1591.970,-69.231
1591.980,-69.330
1591.990,-69.219
1592.000,-69.412
